,precision,recall,f1-score,support
about.1,0.9772727272727273,1.0,0.9885057471264368,129.0
about.2,1.0,0.7692307692307693,0.8695652173913044,13.0
above.1,0.9,1.0,0.9473684210526316,9.0
above.3,0.0,0.0,0.0,1.0
across.1,1.0,1.0,1.0,64.0
after.1,0.7142857142857143,1.0,0.8333333333333333,5.0
after.2,0.9,1.0,0.9473684210526316,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,1.0,1.0,1.0,20.0
against.2,1.0,1.0,1.0,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.8333333333333334,1.0,0.9090909090909091,10.0
among.2,1.0,0.6666666666666666,0.8,3.0
among.3,0.75,1.0,0.8571428571428571,3.0
among.4,1.0,0.5,0.6666666666666666,4.0
around.1,0.9215686274509803,0.7966101694915254,0.8545454545454545,59.0
around.3,0.7551020408163265,0.9024390243902439,0.8222222222222222,41.0
as.1,0.875,1.0,0.9333333333333333,28.0
as.2,1.0,0.2,0.33333333333333337,5.0
at.1,0.7746478873239436,0.9821428571428571,0.8661417322834646,56.0
at.2,0.8666666666666667,0.7878787878787878,0.8253968253968254,33.0
at.2_1,1.0,0.5,0.6666666666666666,2.0
at.3,1.0,0.16666666666666666,0.2857142857142857,6.0
at.4,1.0,0.6666666666666666,0.8,3.0
at.5,0.9032258064516129,0.875,0.8888888888888888,32.0
at.6,1.0,0.5,0.6666666666666666,4.0
at.7,1.0,1.0,1.0,1.0
at.8,0.0,0.0,0.0,2.0
before.1,0.7142857142857143,1.0,0.8333333333333333,5.0
before.2,1.0,0.6666666666666666,0.8,3.0
before.2_1,0.0,0.0,0.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,0.8695652173913043,0.9523809523809523,0.909090909090909,21.0
between.4,0.9375,0.9375,0.9375,16.0
between.4_1,1.0,0.5,0.6666666666666666,4.0
by.1,0.8125,0.9811320754716981,0.8888888888888888,53.0
by.1_1,1.0,1.0,1.0,9.0
by.2,0.8333333333333334,0.35714285714285715,0.5,14.0
by.2_2,0.8,0.5714285714285714,0.6666666666666666,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,1.0,1.0,1.0,8.0
by.6,0.8571428571428571,1.0,0.923076923076923,6.0
down.1,0.9354838709677419,0.8055555555555556,0.8656716417910448,36.0
down.2,0.5925925925925926,0.8888888888888888,0.711111111111111,18.0
down.2_1,0.0,0.0,0.0,4.0
during.1,1.0,1.0,1.0,14.0
for.1,0.0,0.0,0.0,1.0
for.10,0.6666666666666666,0.2857142857142857,0.4,7.0
for.11,1.0,0.42857142857142855,0.6,7.0
for.12_1,1.0,0.75,0.8571428571428571,8.0
for.14,0.625,0.8974358974358975,0.736842105263158,39.0
for.15,1.0,0.5,0.6666666666666666,4.0
for.16,0.5576923076923077,0.8529411764705882,0.6744186046511628,34.0
for.2,1.0,0.5,0.6666666666666666,4.0
for.3,0.0,0.0,0.0,6.0
for.4,0.6923076923076923,0.7941176470588235,0.7397260273972601,34.0
for.5,0.0,0.0,0.0,3.0
for.6,1.0,0.8333333333333334,0.9090909090909091,12.0
for.7,1.0,0.4666666666666667,0.6363636363636364,15.0
for.9,0.0,0.0,0.0,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.6601307189542484,0.9711538461538461,0.7859922178988327,104.0
from.10,0.0,0.0,0.0,5.0
from.11,0.6875,0.7333333333333333,0.7096774193548386,15.0
from.12,0.9,0.42857142857142855,0.5806451612903225,21.0
from.13,0.8,0.8,0.8000000000000002,5.0
from.14,0.0,0.0,0.0,1.0
from.15,0.0,0.0,0.0,4.0
from.16,1.0,1.0,1.0,2.0
from.2,0.0,0.0,0.0,2.0
from.3,0.0,0.0,0.0,3.0
from.4,1.0,0.2857142857142857,0.4444444444444445,7.0
from.5,1.0,1.0,1.0,1.0
from.6,1.0,0.5,0.6666666666666666,18.0
from.7,1.0,0.4,0.5714285714285715,5.0
from.8,0.8571428571428571,0.8,0.8275862068965518,30.0
from.9,1.0,0.6666666666666666,0.8,9.0
from.other,0.0,0.0,0.0,2.0
