,precision,recall,f1-score,support
about.1,0.9847328244274809,1.0,0.9923076923076923,129.0
about.2,1.0,0.8461538461538461,0.9166666666666666,13.0
above.1,1.0,1.0,1.0,9.0
above.3,1.0,1.0,1.0,1.0
across.1,1.0,1.0,1.0,64.0
after.1,0.6666666666666666,0.8,0.7272727272727272,5.0
after.2,0.8181818181818182,1.0,0.9,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,0.9523809523809523,1.0,0.975609756097561,20.0
against.2,1.0,0.9473684210526315,0.972972972972973,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.9090909090909091,1.0,0.9523809523809523,10.0
among.2,1.0,0.6666666666666666,0.8,3.0
among.3,0.75,1.0,0.8571428571428571,3.0
among.4,1.0,0.75,0.8571428571428571,4.0
around.1,0.9347826086956522,0.7288135593220338,0.819047619047619,59.0
around.3,0.7037037037037037,0.926829268292683,0.8000000000000002,41.0
as.1,0.9310344827586207,0.9642857142857143,0.9473684210526316,28.0
as.2,0.75,0.6,0.6666666666666665,5.0
at.1,0.8088235294117647,0.9821428571428571,0.8870967741935484,56.0
at.2,0.9,0.8181818181818182,0.8571428571428572,33.0
at.2_1,1.0,1.0,1.0,2.0
at.3,1.0,0.16666666666666666,0.2857142857142857,6.0
at.4,1.0,0.3333333333333333,0.5,3.0
at.5,0.9090909090909091,0.9375,0.923076923076923,32.0
at.6,1.0,0.75,0.8571428571428571,4.0
at.7,1.0,1.0,1.0,1.0
at.8,0.0,0.0,0.0,2.0
before.1,1.0,1.0,1.0,5.0
before.2,1.0,1.0,1.0,3.0
before.2_1,1.0,1.0,1.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,1.0,0.8571428571428571,0.923076923076923,21.0
between.4,0.8421052631578947,1.0,0.9142857142857143,16.0
between.4_1,1.0,1.0,1.0,4.0
by.1,0.78125,0.9433962264150944,0.8547008547008547,53.0
by.1_1,1.0,0.7777777777777778,0.8750000000000001,9.0
by.2,0.7142857142857143,0.35714285714285715,0.4761904761904762,14.0
by.2_2,0.75,0.42857142857142855,0.5454545454545454,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,0.8888888888888888,1.0,0.9411764705882353,8.0
by.6,0.75,1.0,0.8571428571428571,6.0
down.1,0.8918918918918919,0.9166666666666666,0.9041095890410958,36.0
down.2,0.7619047619047619,0.8888888888888888,0.8205128205128205,18.0
down.2_1,0.0,0.0,0.0,4.0
during.1,1.0,1.0,1.0,14.0
for.1,0.0,0.0,0.0,1.0
for.10,1.0,0.2857142857142857,0.4444444444444445,7.0
for.11,1.0,0.42857142857142855,0.6,7.0
for.12_1,0.875,0.875,0.875,8.0
for.14,0.6470588235294118,0.8461538461538461,0.7333333333333334,39.0
for.15,0.25,0.25,0.25,4.0
for.16,0.5,0.7058823529411765,0.5853658536585366,34.0
for.2,0.0,0.0,0.0,4.0
for.3,0.0,0.0,0.0,6.0
for.4,0.6923076923076923,0.7941176470588235,0.7397260273972601,34.0
for.5,1.0,0.3333333333333333,0.5,3.0
for.6,1.0,1.0,1.0,12.0
for.7,0.9,0.6,0.7200000000000001,15.0
for.9,0.0,0.0,0.0,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.7461538461538462,0.9326923076923077,0.829059829059829,104.0
from.10,0.5,0.2,0.28571428571428575,5.0
from.11,0.5882352941176471,0.6666666666666666,0.625,15.0
from.12,0.631578947368421,0.5714285714285714,0.6,21.0
from.13,0.8,0.8,0.8000000000000002,5.0
from.14,0.0,0.0,0.0,1.0
from.15,0.0,0.0,0.0,4.0
from.16,1.0,0.5,0.6666666666666666,2.0
from.2,0.2,0.5,0.28571428571428575,2.0
from.3,0.0,0.0,0.0,3.0
from.4,1.0,0.42857142857142855,0.6,7.0
from.5,1.0,1.0,1.0,1.0
from.6,0.9166666666666666,0.6111111111111112,0.7333333333333334,18.0
from.7,1.0,0.4,0.5714285714285715,5.0
from.8,0.8461538461538461,0.7333333333333333,0.7857142857142856,30.0
from.9,0.625,0.5555555555555556,0.5882352941176471,9.0
from.other,0.0,0.0,0.0,2.0
in.1,0.7521367521367521,0.8,0.7753303964757711,110.0
in.10,0.0,0.0,0.0,1.0
in.11,0.375,0.42857142857142855,0.39999999999999997,7.0
in.12,0.0,0.0,0.0,1.0
in.14,0.0,0.0,0.0,1.0
in.14_1,0.0,0.0,0.0,5.0
in.15,0.5833333333333334,0.7,0.6363636363636365,10.0
in.16,0.42857142857142855,0.6428571428571429,0.5142857142857143,14.0
in.17,0.5714285714285714,0.4444444444444444,0.5,9.0
in.18,0.0,0.0,0.0,1.0
in.19,0.75,0.6,0.6666666666666665,5.0
in.2,0.375,0.47368421052631576,0.4186046511627907,19.0
in.20,0.8125,0.7647058823529411,0.787878787878788,17.0
in.21,1.0,1.0,1.0,1.0
in.3,0.0,0.0,0.0,3.0
in.4,1.0,0.375,0.5454545454545454,8.0
in.5,1.0,0.8571428571428571,0.923076923076923,7.0
in.6,0.45714285714285713,0.5,0.4776119402985075,32.0
in.7,0.0,0.0,0.0,3.0
in.8,0.6428571428571429,0.75,0.6923076923076924,12.0
in.other,0.0,0.0,0.0,3.0
inside.1,0.6666666666666666,0.25,0.36363636363636365,8.0
inside.1_1,0.42857142857142855,0.75,0.5454545454545454,4.0
inside.1_2,0.3333333333333333,1.0,0.5,1.0
into.1,0.8773584905660378,0.9587628865979382,0.916256157635468,97.0
into.2,0.4,0.2857142857142857,0.3333333333333333,7.0
into.4,0.8888888888888888,0.5,0.64,16.0
like.1,0.8979591836734694,1.0,0.9462365591397849,44.0
like.2,0.0,0.0,0.0,2.0
like.3,0.0,0.0,0.0,1.0
like.4,0.0,0.0,0.0,2.0
of.1,0.8163265306122449,0.9523809523809523,0.8791208791208791,42.0
of.10,0.6363636363636364,0.7777777777777778,0.7000000000000001,9.0
of.11,1.0,0.6666666666666666,0.8,9.0
of.12,0.3333333333333333,0.25,0.28571428571428575,4.0
of.13,0.6,1.0,0.7499999999999999,3.0
of.14,0.0,0.0,0.0,5.0
of.15,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
of.16,0.0,0.0,0.0,2.0
of.18,0.6808510638297872,0.7901234567901234,0.7314285714285713,81.0
of.18_1,0.9166666666666666,0.6875,0.7857142857142857,16.0
of.19,0.8461538461538461,0.6470588235294118,0.7333333333333334,17.0
of.2_1,0.8775510204081632,0.7818181818181819,0.8269230769230769,55.0
of.2_2,0.8709677419354839,0.7941176470588235,0.8307692307692308,68.0
of.2_3,0.6923076923076923,0.6666666666666666,0.6792452830188679,27.0
of.2_4,0.0,0.0,0.0,2.0
of.3,0.6875,0.7586206896551724,0.7213114754098361,29.0
of.4,0.7177914110429447,0.9,0.7986348122866893,130.0
of.5,0.5217391304347826,0.3870967741935484,0.4444444444444444,31.0
