,precision,recall,f1-score,support
about.1,0.9696969696969697,0.9922480620155039,0.9808429118773947,129.0
about.2,0.9,0.6923076923076923,0.7826086956521738,13.0
above.1,1.0,0.7777777777777778,0.8750000000000001,9.0
above.2,0.0,0.0,0.0,0.0
above.3,0.5,1.0,0.6666666666666666,1.0
across.1,1.0,1.0,1.0,64.0
after.1,1.0,0.6,0.7499999999999999,5.0
after.2,0.6428571428571429,1.0,0.782608695652174,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,1.0,1.0,1.0,20.0
against.2,1.0,1.0,1.0,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.7692307692307693,1.0,0.8695652173913044,10.0
among.2,1.0,0.3333333333333333,0.5,3.0
among.3,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
among.4,0.6666666666666666,0.5,0.5714285714285715,4.0
around.1,0.8775510204081632,0.7288135593220338,0.7962962962962963,59.0
around.3,0.6862745098039216,0.8536585365853658,0.7608695652173912,41.0
as.1,0.8484848484848485,1.0,0.9180327868852458,28.0
as.2,0.0,0.0,0.0,5.0
at.1,0.847457627118644,0.8928571428571429,0.8695652173913044,56.0
at.2,0.8108108108108109,0.9090909090909091,0.8571428571428571,33.0
at.2_1,1.0,0.5,0.6666666666666666,2.0
at.3,1.0,0.16666666666666666,0.2857142857142857,6.0
at.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
at.5,0.8125,0.8125,0.8125,32.0
at.6,1.0,0.75,0.8571428571428571,4.0
at.7,0.3333333333333333,1.0,0.5,1.0
at.8,0.0,0.0,0.0,2.0
before.1,0.6,0.6,0.6,5.0
before.2,1.0,0.6666666666666666,0.8,3.0
before.2_1,0.0,0.0,0.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
between.4,0.8235294117647058,0.875,0.8484848484848485,16.0
between.4_1,1.0,0.75,0.8571428571428571,4.0
by.1,0.7796610169491526,0.8679245283018868,0.8214285714285715,53.0
by.1_1,1.0,0.7777777777777778,0.8750000000000001,9.0
by.2,0.36363636363636365,0.2857142857142857,0.32,14.0
by.2_2,0.8,0.5714285714285714,0.6666666666666666,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,1.0,0.875,0.9333333333333333,8.0
by.6,0.8,0.6666666666666666,0.7272727272727272,6.0
down.1,1.0,0.6944444444444444,0.819672131147541,36.0
down.2,0.5454545454545454,1.0,0.7058823529411764,18.0
down.2_1,0.0,0.0,0.0,4.0
during.1,1.0,1.0,1.0,14.0
for.1,1.0,1.0,1.0,1.0
for.10,0.29411764705882354,0.7142857142857143,0.4166666666666667,7.0
for.11,0.5,0.5714285714285714,0.5333333333333333,7.0
for.12_1,0.45454545454545453,0.625,0.5263157894736842,8.0
for.14,0.5636363636363636,0.7948717948717948,0.6595744680851063,39.0
for.15,0.6666666666666666,0.5,0.5714285714285715,4.0
for.16,0.5405405405405406,0.5882352941176471,0.5633802816901409,34.0
for.2,1.0,0.25,0.4,4.0
for.3,0.5,0.16666666666666666,0.25,6.0
for.4,0.84,0.6176470588235294,0.711864406779661,34.0
for.5,0.0,0.0,0.0,3.0
for.6,1.0,0.5833333333333334,0.7368421052631579,12.0
for.7,0.8333333333333334,0.6666666666666666,0.7407407407407408,15.0
for.9,1.0,0.2,0.33333333333333337,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.6118421052631579,0.8942307692307693,0.7265625,104.0
from.10,0.0,0.0,0.0,5.0
from.11,0.4444444444444444,0.5333333333333333,0.4848484848484848,15.0
from.12,0.6666666666666666,0.2857142857142857,0.4,21.0
from.13,0.3333333333333333,0.2,0.25,5.0
from.14,0.0,0.0,0.0,1.0
from.15,0.5,0.25,0.3333333333333333,4.0
from.16,1.0,1.0,1.0,2.0
from.2,0.5,0.5,0.5,2.0
from.3,1.0,0.3333333333333333,0.5,3.0
from.4,0.3333333333333333,0.14285714285714285,0.2,7.0
from.5,1.0,1.0,1.0,1.0
from.6,0.9,0.5,0.6428571428571429,18.0
from.7,0.8,0.8,0.8000000000000002,5.0
from.8,0.9333333333333333,0.4666666666666667,0.6222222222222223,30.0
from.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0
from.other,0.0,0.0,0.0,2.0
in.1,0.5935483870967742,0.8363636363636363,0.6943396226415094,110.0
in.10,0.0,0.0,0.0,1.0
in.11,0.0,0.0,0.0,7.0
in.12,0.0,0.0,0.0,1.0
in.14,0.0,0.0,0.0,1.0
in.14_1,0.6,0.6,0.6,5.0
in.15,0.36363636363636365,0.4,0.380952380952381,10.0
in.16,0.2631578947368421,0.35714285714285715,0.30303030303030304,14.0
in.17,0.4,0.4444444444444444,0.4210526315789474,9.0
in.18,0.0,0.0,0.0,1.0
in.19,1.0,0.4,0.5714285714285715,5.0
in.2,0.8,0.21052631578947367,0.3333333333333333,19.0
in.20,0.7272727272727273,0.47058823529411764,0.5714285714285714,17.0
in.21,1.0,1.0,1.0,1.0
in.3,1.0,0.3333333333333333,0.5,3.0
in.4,1.0,0.375,0.5454545454545454,8.0
in.5,0.5,0.42857142857142855,0.4615384615384615,7.0
in.6,0.5,0.3125,0.38461538461538464,32.0
in.7,1.0,0.3333333333333333,0.5,3.0
