,precision,recall,f1-score,support
about.1,0.9416058394160584,1.0,0.9699248120300751,129.0
about.2,1.0,0.38461538461538464,0.5555555555555556,13.0
above.1,0.9,1.0,0.9473684210526316,9.0
above.3,0.0,0.0,0.0,1.0
across.1,1.0,1.0,1.0,64.0
after.1,0.7142857142857143,1.0,0.8333333333333333,5.0
after.2,0.9,1.0,0.9473684210526316,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,0.9523809523809523,1.0,0.975609756097561,20.0
against.2,1.0,0.9473684210526315,0.972972972972973,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.625,1.0,0.7692307692307693,10.0
among.2,0.0,0.0,0.0,3.0
among.3,0.5,0.6666666666666666,0.5714285714285715,3.0
among.4,0.0,0.0,0.0,4.0
around.1,0.8723404255319149,0.6949152542372882,0.7735849056603775,59.0
around.3,0.660377358490566,0.8536585365853658,0.7446808510638298,41.0
as.1,0.8484848484848485,1.0,0.9180327868852458,28.0
as.2,0.0,0.0,0.0,5.0
at.1,0.7236842105263158,0.9821428571428571,0.8333333333333334,56.0
at.2,0.8064516129032258,0.7575757575757576,0.7812499999999999,33.0
at.2_1,0.0,0.0,0.0,2.0
at.3,1.0,0.16666666666666666,0.2857142857142857,6.0
at.4,0.0,0.0,0.0,3.0
at.5,0.8709677419354839,0.84375,0.8571428571428571,32.0
at.6,0.0,0.0,0.0,4.0
at.7,0.0,0.0,0.0,1.0
at.8,0.0,0.0,0.0,2.0
before.1,0.625,1.0,0.7692307692307693,5.0
before.2,1.0,0.3333333333333333,0.5,3.0
before.2_1,0.0,0.0,0.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,0.875,1.0,0.9333333333333333,21.0
between.4,1.0,0.9375,0.967741935483871,16.0
between.4_1,1.0,0.5,0.6666666666666666,4.0
by.1,0.6933333333333334,0.9811320754716981,0.8125,53.0
by.1_1,1.0,0.5555555555555556,0.7142857142857143,9.0
by.2,1.0,0.14285714285714285,0.25,14.0
by.2_2,0.75,0.42857142857142855,0.5454545454545454,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,1.0,1.0,1.0,8.0
by.6,1.0,0.8333333333333334,0.9090909090909091,6.0
down.1,0.9333333333333333,0.7777777777777778,0.8484848484848485,36.0
down.2,0.5714285714285714,0.8888888888888888,0.6956521739130435,18.0
down.2_1,0.0,0.0,0.0,4.0
during.1,1.0,1.0,1.0,14.0
for.1,0.0,0.0,0.0,1.0
for.10,1.0,0.2857142857142857,0.4444444444444445,7.0
for.11,1.0,0.2857142857142857,0.4444444444444445,7.0
for.12_1,1.0,0.75,0.8571428571428571,8.0
for.14,0.6140350877192983,0.8974358974358975,0.7291666666666667,39.0
for.15,0.0,0.0,0.0,4.0
for.16,0.5,0.8529411764705882,0.6304347826086956,34.0
for.2,0.0,0.0,0.0,4.0
for.3,0.0,0.0,0.0,6.0
for.4,0.7105263157894737,0.7941176470588235,0.7499999999999999,34.0
for.5,0.0,0.0,0.0,3.0
for.6,1.0,0.8333333333333334,0.9090909090909091,12.0
for.7,1.0,0.4666666666666667,0.6363636363636364,15.0
for.9,0.0,0.0,0.0,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.553763440860215,0.9903846153846154,0.7103448275862069,104.0
from.10,0.0,0.0,0.0,5.0
from.11,0.75,0.4,0.5217391304347827,15.0
from.12,1.0,0.09523809523809523,0.17391304347826084,21.0
from.13,1.0,0.4,0.5714285714285715,5.0
from.14,0.0,0.0,0.0,1.0
from.15,0.0,0.0,0.0,4.0
from.16,1.0,1.0,1.0,2.0
from.2,0.0,0.0,0.0,2.0
from.3,0.0,0.0,0.0,3.0
from.4,0.0,0.0,0.0,7.0
from.5,1.0,1.0,1.0,1.0
from.6,1.0,0.2777777777777778,0.4347826086956522,18.0
from.7,0.0,0.0,0.0,5.0
from.8,0.88,0.7333333333333333,0.8,30.0
from.9,1.0,0.3333333333333333,0.5,9.0
from.other,0.0,0.0,0.0,2.0
in.1,0.5270935960591133,0.9727272727272728,0.6837060702875399,110.0
in.10,0.0,0.0,0.0,1.0
in.11,1.0,0.14285714285714285,0.25,7.0
in.12,0.0,0.0,0.0,1.0
in.14,0.0,0.0,0.0,1.0
in.14_1,0.0,0.0,0.0,5.0
in.15,0.8571428571428571,0.6,0.7058823529411764,10.0
in.16,0.7142857142857143,0.35714285714285715,0.4761904761904762,14.0
in.17,0.0,0.0,0.0,9.0
in.18,0.0,0.0,0.0,1.0
in.19,1.0,0.6,0.7499999999999999,5.0
in.2,0.6,0.15789473684210525,0.25,19.0
in.20,0.9166666666666666,0.6470588235294118,0.7586206896551724,17.0
in.21,0.0,0.0,0.0,1.0
in.3,0.0,0.0,0.0,3.0
in.4,0.0,0.0,0.0,8.0
in.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
in.6,0.6111111111111112,0.34375,0.44000000000000006,32.0
in.7,0.0,0.0,0.0,3.0
in.8,1.0,0.5,0.6666666666666666,12.0
in.other,0.0,0.0,0.0,3.0
inside.1,0.0,0.0,0.0,8.0
inside.1_1,0.3333333333333333,1.0,0.5,4.0
inside.1_2,1.0,1.0,1.0,1.0
into.1,0.8151260504201681,1.0,0.8981481481481481,97.0
