,precision,recall,f1-score,support
about.1,0.9084507042253521,1.0,0.952029520295203,129.0
about.2,0.0,0.0,0.0,13.0
above.1,0.9,1.0,0.9473684210526316,9.0
above.3,0.0,0.0,0.0,1.0
across.1,1.0,1.0,1.0,64.0
after.1,0.0,0.0,0.0,5.0
after.2,0.5294117647058824,1.0,0.6923076923076924,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,0.6451612903225806,1.0,0.7843137254901961,20.0
against.2,1.0,0.42105263157894735,0.5925925925925926,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.5,1.0,0.6666666666666666,10.0
among.2,0.0,0.0,0.0,3.0
among.3,0.0,0.0,0.0,3.0
among.4,0.0,0.0,0.0,4.0
around.1,0.7674418604651163,0.559322033898305,0.6470588235294118,59.0
around.3,0.543859649122807,0.7560975609756098,0.6326530612244897,41.0
as.1,0.8484848484848485,1.0,0.9180327868852458,28.0
as.2,0.0,0.0,0.0,5.0
at.1,0.6043956043956044,0.9821428571428571,0.7482993197278911,56.0
at.2,0.8275862068965517,0.7272727272727273,0.7741935483870968,33.0
at.2_1,0.0,0.0,0.0,2.0
at.3,0.0,0.0,0.0,6.0
at.4,0.0,0.0,0.0,3.0
at.5,1.0,0.59375,0.7450980392156863,32.0
at.6,0.0,0.0,0.0,4.0
at.7,0.0,0.0,0.0,1.0
at.8,0.0,0.0,0.0,2.0
before.1,0.5555555555555556,1.0,0.7142857142857143,5.0
before.2,0.0,0.0,0.0,3.0
before.2_1,0.0,0.0,0.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,1.0,0.3333333333333333,0.5,21.0
between.4,0.47058823529411764,1.0,0.6399999999999999,16.0
between.4_1,0.0,0.0,0.0,4.0
by.1,0.5353535353535354,1.0,0.6973684210526315,53.0
by.1_1,0.0,0.0,0.0,9.0
by.2,0.0,0.0,0.0,14.0
by.2_2,0.0,0.0,0.0,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,0.0,0.0,0.0,8.0
by.6,0.0,0.0,0.0,6.0
down.1,1.0,0.6111111111111112,0.7586206896551725,36.0
down.2,0.5,1.0,0.6666666666666666,18.0
down.2_1,0.0,0.0,0.0,4.0
during.1,1.0,1.0,1.0,14.0
for.1,0.0,0.0,0.0,1.0
for.10,0.0,0.0,0.0,7.0
for.11,0.0,0.0,0.0,7.0
for.12_1,1.0,0.125,0.2222222222222222,8.0
for.14,0.23214285714285715,1.0,0.37681159420289856,39.0
for.15,0.0,0.0,0.0,4.0
for.16,0.0,0.0,0.0,34.0
for.2,0.0,0.0,0.0,4.0
for.3,0.0,0.0,0.0,6.0
for.4,0.9090909090909091,0.29411764705882354,0.4444444444444445,34.0
for.5,0.0,0.0,0.0,3.0
for.6,0.0,0.0,0.0,12.0
for.7,0.0,0.0,0.0,15.0
for.9,0.0,0.0,0.0,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.4482758620689655,1.0,0.6190476190476191,104.0
from.10,0.0,0.0,0.0,5.0
from.11,0.0,0.0,0.0,15.0
from.12,0.0,0.0,0.0,21.0
from.13,0.0,0.0,0.0,5.0
from.14,0.0,0.0,0.0,1.0
from.15,0.0,0.0,0.0,4.0
from.16,0.0,0.0,0.0,2.0
from.2,0.0,0.0,0.0,2.0
from.3,0.0,0.0,0.0,3.0
from.4,0.0,0.0,0.0,7.0
from.5,0.0,0.0,0.0,1.0
from.6,0.0,0.0,0.0,18.0
from.7,0.0,0.0,0.0,5.0
from.8,1.0,0.06666666666666667,0.125,30.0
from.9,0.0,0.0,0.0,9.0
from.other,0.0,0.0,0.0,2.0
in.1,0.41353383458646614,1.0,0.5851063829787234,110.0
in.10,0.0,0.0,0.0,1.0
in.11,0.0,0.0,0.0,7.0
in.12,0.0,0.0,0.0,1.0
in.14,0.0,0.0,0.0,1.0
in.14_1,0.0,0.0,0.0,5.0
in.15,0.0,0.0,0.0,10.0
in.16,0.0,0.0,0.0,14.0
in.17,0.0,0.0,0.0,9.0
in.18,0.0,0.0,0.0,1.0
in.19,0.0,0.0,0.0,5.0
in.2,0.0,0.0,0.0,19.0
in.20,0.0,0.0,0.0,17.0
in.21,0.0,0.0,0.0,1.0
in.3,0.0,0.0,0.0,3.0
in.4,0.0,0.0,0.0,8.0
in.5,1.0,0.42857142857142855,0.6,7.0
in.6,0.0,0.0,0.0,32.0
in.7,0.0,0.0,0.0,3.0
in.8,0.0,0.0,0.0,12.0
in.other,0.0,0.0,0.0,3.0
inside.1,0.0,0.0,0.0,8.0
inside.1_1,0.3076923076923077,1.0,0.47058823529411764,4.0
inside.1_2,0.0,0.0,0.0,1.0
into.1,0.8083333333333333,1.0,0.8940092165898618,97.0
into.2,0.0,0.0,0.0,7.0
into.4,0.0,0.0,0.0,16.0
like.1,0.8979591836734694,1.0,0.9462365591397849,44.0
like.2,0.0,0.0,0.0,2.0
like.3,0.0,0.0,0.0,1.0
like.4,0.0,0.0,0.0,2.0
of.1,0.8214285714285714,0.5476190476190477,0.6571428571428571,42.0
of.10,0.0,0.0,0.0,9.0
of.11,0.0,0.0,0.0,9.0
of.12,0.0,0.0,0.0,4.0
of.13,0.0,0.0,0.0,3.0
of.14,0.0,0.0,0.0,5.0
of.15,0.0,0.0,0.0,3.0
of.16,0.0,0.0,0.0,2.0
of.18,0.5416666666666666,0.6419753086419753,0.5875706214689265,81.0
of.18_1,0.0,0.0,0.0,16.0
of.19,0.0,0.0,0.0,17.0
of.2_1,0.7450980392156863,0.6909090909090909,0.7169811320754716,55.0
of.2_2,0.8695652173913043,0.5882352941176471,0.7017543859649124,68.0
of.2_3,0.75,0.1111111111111111,0.19354838709677416,27.0
of.2_4,0.0,0.0,0.0,2.0
of.3,0.9047619047619048,0.6551724137931034,0.7599999999999999,29.0
of.4,0.37425149700598803,0.9615384615384616,0.5387931034482759,130.0
of.5,0.0,0.0,0.0,31.0
of.5_1,0.0,0.0,0.0,3.0
of.6,0.0,0.0,0.0,10.0
of.7,0.0,0.0,0.0,21.0
of.7_1,0.0,0.0,0.0,2.0
of.8,0.0,0.0,0.0,8.0
of.8_1,0.0,0.0,0.0,1.0
of.9,0.0,0.0,0.0,2.0
off.1,0.88,1.0,0.9361702127659575,22.0
off.3_1,0.0,0.0,0.0,2.0
off.other,0.0,0.0,0.0,1.0
on.1,0.4,0.9795918367346939,0.5680473372781065,49.0
on.10,0.0,0.0,0.0,1.0
on.11,0.0,0.0,0.0,4.0
on.12,0.0,0.0,0.0,1.0
on.1_1,0.0,0.0,0.0,4.0
on.1_2,0.0,0.0,0.0,39.0
on.1_3,0.0,0.0,0.0,6.0
on.1_4,0.0,0.0,0.0,4.0
on.2,0.0,0.0,0.0,8.0
on.3,0.5471698113207547,0.9666666666666667,0.6987951807228916,30.0
on.4_1,0.0,0.0,0.0,4.0
on.4_2,0.0,0.0,0.0,1.0
on.4_3,0.0,0.0,0.0,1.0
on.5,0.0,0.0,0.0,10.0
on.6,0.0,0.0,0.0,7.0
on.7,0.0,0.0,0.0,1.0
on.8,0.0,0.0,0.0,1.0
on.9,0.0,0.0,0.0,1.0
on.other,0.0,0.0,0.0,1.0
onto.1,1.0,1.0,1.0,23.0
over.1,0.0,0.0,0.0,3.0
over.10,0.0,0.0,0.0,6.0
over.3,0.0,0.0,0.0,11.0
over.5,0.0,0.0,0.0,3.0
over.6_1,0.0,0.0,0.0,1.0
over.8,0.4,1.0,0.5714285714285715,16.0
through.1,0.8850574712643678,1.0,0.9390243902439025,77.0
through.3,0.0,0.0,0.0,7.0
through.4,0.0,0.0,0.0,3.0
to.1,0.5538461538461539,0.972972972972973,0.7058823529411765,74.0
to.1_1,0.0,0.0,0.0,11.0
to.2,0.0,0.0,0.0,11.0
to.3,0.0,0.0,0.0,7.0
to.4_1,0.7272727272727273,0.9014084507042254,0.8050314465408807,71.0
to.4_2,0.0,0.0,0.0,7.0
to.5,0.0,0.0,0.0,1.0
to.6,0.0,0.0,0.0,4.0
to.7,1.0,0.30434782608695654,0.4666666666666667,46.0
toward.1,0.9069767441860465,1.0,0.951219512195122,39.0
toward.1_2,0.0,0.0,0.0,1.0
toward.2,0.0,0.0,0.0,1.0
toward.3,0.0,0.0,0.0,2.0
with.1,0.62,0.7560975609756098,0.6813186813186813,41.0
with.10_1,0.0,0.0,0.0,12.0
with.10_2,0.0,0.0,0.0,20.0
with.10_3,0.0,0.0,0.0,13.0
with.3,0.0,0.0,0.0,4.0
with.4,0.45901639344262296,1.0,0.6292134831460674,84.0
with.5,0.0,0.0,0.0,26.0
with.6,0.0,0.0,0.0,5.0
with.7,0.0,0.0,0.0,9.0
with.7_1,0.0,0.0,0.0,14.0
with.7_2,0.0,0.0,0.0,1.0
with.8,0.0,0.0,0.0,4.0
accuracy,0.5993107769423559,0.5993107769423559,0.5993107769423559,0.5993107769423559
macro avg,0.2038114883516137,0.22152620638907924,0.19314232105876242,3192.0
weighted avg,0.5015267403554853,0.5993107769423559,0.5067777234813851,3192.0
