,precision,recall,f1-score,support
about.1,0.9694656488549618,0.9844961240310077,0.9769230769230769,129.0
about.2,0.8181818181818182,0.6923076923076923,0.7500000000000001,13.0
above.1,0.9,1.0,0.9473684210526316,9.0
above.3,0.0,0.0,0.0,1.0
across.1,1.0,1.0,1.0,64.0
after.1,0.8,0.8,0.8000000000000002,5.0
after.2,0.6666666666666666,0.8888888888888888,0.761904761904762,9.0
after.3,0.0,0.0,0.0,1.0
after.4,0.0,0.0,0.0,2.0
against.1,0.95,0.95,0.9500000000000001,20.0
against.2,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
along.1,1.0,1.0,1.0,56.0
among.1,0.625,1.0,0.7692307692307693,10.0
among.2,0.0,0.0,0.0,3.0
among.3,1.0,0.6666666666666666,0.8,3.0
among.4,1.0,0.5,0.6666666666666666,4.0
around.1,0.9347826086956522,0.7288135593220338,0.819047619047619,59.0
around.3,0.7037037037037037,0.926829268292683,0.8000000000000002,41.0
as.1,0.8484848484848485,1.0,0.9180327868852458,28.0
as.2,0.0,0.0,0.0,5.0
at.1,0.7313432835820896,0.875,0.7967479674796748,56.0
at.2,0.7666666666666667,0.696969696969697,0.7301587301587302,33.0
at.2_1,1.0,0.5,0.6666666666666666,2.0
at.3,1.0,0.16666666666666666,0.2857142857142857,6.0
at.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
at.5,0.7837837837837838,0.90625,0.8405797101449275,32.0
at.6,0.0,0.0,0.0,4.0
at.7,0.0,0.0,0.0,1.0
at.8,0.0,0.0,0.0,2.0
before.1,0.6666666666666666,0.8,0.7272727272727272,5.0
before.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
before.2_1,0.0,0.0,0.0,1.0
behind.1,1.0,1.0,1.0,26.0
beneath.1,1.0,1.0,1.0,12.0
beside.1,1.0,1.0,1.0,12.0
between.1,0.8421052631578947,0.7619047619047619,0.8,21.0
between.4,0.6190476190476191,0.8125,0.7027027027027026,16.0
between.4_1,1.0,0.25,0.4,4.0
by.1,0.6666666666666666,0.8679245283018868,0.7540983606557377,53.0
by.1_1,0.42857142857142855,0.3333333333333333,0.375,9.0
by.2,1.0,0.07142857142857142,0.13333333333333333,14.0
by.2_2,0.6,0.42857142857142855,0.5,7.0
by.2_3,0.0,0.0,0.0,2.0
by.3,0.875,0.875,0.875,8.0
by.6,0.4444444444444444,0.6666666666666666,0.5333333333333333,6.0
down.1,0.84375,0.75,0.7941176470588235,36.0
down.2,0.56,0.7777777777777778,0.6511627906976745,18.0
down.2_1,1.0,0.25,0.4,4.0
during.1,1.0,1.0,1.0,14.0
for.1,0.0,0.0,0.0,1.0
for.10,0.1,0.14285714285714285,0.11764705882352941,7.0
for.11,0.5,0.42857142857142855,0.4615384615384615,7.0
for.12_1,0.5,0.75,0.6,8.0
for.14,0.4576271186440678,0.6923076923076923,0.5510204081632654,39.0
for.15,0.0,0.0,0.0,4.0
for.16,0.41379310344827586,0.35294117647058826,0.38095238095238093,34.0
for.2,0.0,0.0,0.0,4.0
for.3,0.0,0.0,0.0,6.0
for.4,0.4722222222222222,0.5,0.4857142857142857,34.0
for.5,0.0,0.0,0.0,3.0
for.6,0.7,0.5833333333333334,0.6363636363636365,12.0
for.7,0.5384615384615384,0.4666666666666667,0.5,15.0
for.9,0.0,0.0,0.0,5.0
for.other,0.0,0.0,0.0,1.0
from.1,0.577922077922078,0.8557692307692307,0.6899224806201552,104.0
from.10,0.0,0.0,0.0,5.0
from.11,0.3157894736842105,0.4,0.35294117647058826,15.0
from.12,0.2727272727272727,0.14285714285714285,0.18749999999999997,21.0
from.13,0.5,0.4,0.4444444444444445,5.0
from.14,0.0,0.0,0.0,1.0
from.15,1.0,0.25,0.4,4.0
from.16,1.0,0.5,0.6666666666666666,2.0
from.2,0.5,0.5,0.5,2.0
from.3,0.5,0.3333333333333333,0.4,3.0
from.4,0.0,0.0,0.0,7.0
from.5,0.0,0.0,0.0,1.0
from.6,0.5,0.3333333333333333,0.4,18.0
from.7,0.0,0.0,0.0,5.0
from.8,0.7368421052631579,0.4666666666666667,0.5714285714285714,30.0
from.9,0.8,0.4444444444444444,0.5714285714285714,9.0
from.other,0.0,0.0,0.0,2.0
in.1,0.526595744680851,0.9,0.6644295302013422,110.0
in.10,0.0,0.0,0.0,1.0
in.11,0.5,0.42857142857142855,0.4615384615384615,7.0
